Date,Close,High,Low,Open,Volume
2020-01-02,67.87303161621094,67.87303161621094,66.77262930429765,66.86784303993142,27278000
2020-01-03,67.51795959472656,68.12445054033702,66.81378055903824,66.84750602902096,23408000
2020-01-06,69.31758117675781,69.34286960010469,66.99626735754264,67.02750332749353,46768000
2020-01-07,69.18370819091797,69.59977174853829,69.00766529434551,69.4490172835302,34330000
2020-01-08,69.67611694335938,70.01382561620636,69.06070474612332,69.16930422792255,35314000
2020-01-09,70.40758514404297,70.84843766453115,69.93250773983897,70.51370271406968,33200000
2020-01-10,70.8623275756836,71.15888019723822,70.39816911178163,70.887623572567,26258000
2020-01-13,71.41129302978516,71.48319328541425,70.68429987467893,71.17424616511539,30730000
2020-01-14,70.94317626953125,71.54023907872597,70.80332562838636,71.4098167407337,26076000
2020-01-15,71.37010955810547,71.44846431928073,70.99620109178828,71.06364445116589,21550000
2020-01-16,71.91363525390625,71.94041435124791,71.40979626083083,71.68006159560105,26080000
2020-01-17,73.36959838867188,73.42067465653932,72.23051437982828,72.52755882003636,52424000
2020-01-21,73.5049819946289,73.88335497384024,72.90791179429193,73.34380799940449,48930000
2020-01-22,73.58531188964844,74.41396566579424,73.5253143022731,73.87591692725086,28458000
2020-01-23,73.62599182128906,74.0628869450804,73.40928463624178,73.76782496757652,26650000
2020-01-24,72.70757293701172,74.097581382054,72.559292859008,74.02914675123824,29786000
2020-01-27,70.99968719482422,71.24019965615449,70.3931962623692,70.99026646132236,34132000
2020-01-28,71.93048858642578,72.14372252373562,70.93173956635746,71.49607551541948,29724000
2020-01-29,72.23796081542969,72.60691311591184,71.6770979293156,72.32523692514812,21566000
2020-01-30,72.11646270751953,72.1660483074748,71.16185099783613,71.3155792213507,27110000
2020-01-31,71.05175018310547,72.88112787586384,70.76809153712954,72.79136985685548,43822000
2020-02-03,73.52234649658203,73.70583517915193,72.23349910803961,72.48343235004066,71636000
2020-02-04,71.6780776977539,72.76558597572388,70.51866160482743,72.12835848746417,95880000
2020-02-05,71.7098159790039,72.62871964997271,70.89802869966074,72.58061715621994,36376000
2020-02-06,73.19355773925781,73.4707694622342,71.92950709001718,72.00388927199774,37822000
2020-02-07,73.34925842285156,73.65374104853788,72.66987603102721,72.7680635245262,28360000
