Date,Close,High,Low,Open,Volume
2020-01-02,72.4005126953125,72.46077614730521,71.15667416341765,71.40977771923563,135480400
2020-01-03,71.6966323852539,72.45595040957373,71.47245410922795,71.6291376132339,146322800
2020-01-06,72.2679443359375,72.30651383633005,70.56851756430221,70.81921563866376,118387200
2020-01-07,71.92806243896484,72.53310260522755,71.70870255084994,72.27758611058375,108872000
2020-01-08,73.0851058959961,73.38642316119072,71.63155170295238,71.63155170295238,132079200
2020-01-09,74.63748931884766,74.83032941641996,73.81067654984861,74.06136720541696,170108400
2020-01-10,74.80623626708984,75.370308736383,74.30484750773756,74.87132551313572,140644800
2020-01-13,76.40440368652344,76.43092342751396,75.00388181987825,75.12200317385458,121532000
2020-01-14,75.37269592285156,76.55145246560595,75.24976349452105,76.34173684913497,161954400
2020-01-15,75.04969024658203,76.05247495120804,74.61820187883205,75.17263004032235,121923600
2020-01-16,75.98979187011719,76.10068190640935,75.23047392822782,75.59205460116348,108829200
2020-01-17,76.83109283447266,76.83349837052724,75.93195936574989,76.23809509330889,137816400
2020-01-21,76.3104019165039,76.90097930249982,76.17299948734095,76.45985409290795,110843200
2020-01-22,76.58281707763672,77.1348251407198,76.48880253772091,76.79493830286927,101832400
2020-01-23,76.95159912109375,77.03114362991317,76.08862248837322,76.63581926484824,104472000
2020-01-24,76.72984313964844,77.93993070377184,76.53940855639385,77.19748815287878,146537600
2020-01-27,74.47357940673828,75.15334557711078,73.49248860994267,74.74114561147599,161940000
2020-01-28,76.58039855957031,76.75154473409874,75.25460237825888,75.35343533999493,162234000
2020-01-29,78.18340301513672,79.02950436307852,77.46988569545148,78.20992276333985,216229200
2020-01-30,78.0700912475586,78.12312337660362,76.83589699674123,77.26738534868132,126743200
2020-01-31,74.60858154296875,77.78325671620777,74.31449554353281,77.3614124669731,199588400
2020-02-03,74.40367126464844,75.56795795185045,72.85128411079334,73.35267280813538,173788400
2020-02-04,76.86002349853516,77.05045810466474,75.60172207527795,76.00669078804627,136616400
2020-02-05,77.48675537109375,78.28464294726993,76.88412080562057,77.98573120045752,118826800
2020-02-06,78.39310455322266,78.39551744527337,77.19989265225486,77.75672634398214,105425600
2020-02-07,77.3275375366211,78.14181565091206,76.83703724788526,77.89294126547146,117684000
2020-02-10,77.69480895996094,77.69480895996094,75.83429386411699,75.91402717049185,109348800
2020-02-11,77.22605895996094,78.26263625107545,77.0085971005104,78.19015142253798,94323200
2020-02-12,79.06001281738281,79.06484268174145,77.67549348632544,77.67549348632544,113730400
2020-02-13,78.49700927734375,78.82320573508036,78.12974054369347,78.3327054260137,94747600
2020-02-14,78.51634979248047,78.76522420824622,78.00893385896474,78.4656030374421,80113600
2020-02-18,77.07865905761719,77.25987847546425,76.01791785904396,76.19913727689102,152531200
2020-02-19,78.19497680664062,78.4245243735885,77.32029218115534,77.32029218115534,93984000
2020-02-20,77.39279174804688,78.44386614487053,76.88779437840257,77.95578436208415,100566000
2020-02-21,75.6409912109375,77.4290289157497,75.0248480652508,76.9868493533589,129554000
2020-02-24,72.04801177978516,73.49776723386336,69.88546431842104,71.8257200728422,222195200
2020-02-25,69.60760498046875,73.09910313567873,69.13643877148064,72.71733735421887,230673600
2020-02-26,70.71183013916016,71.97553646481957,69.22583207719232,69.23308056046676,198054800
2020-02-27,66.08952331542969,69.10501764925158,65.95421338126829,67.92105203842019,320605600
2020-02-28,66.05085754394531,67.27107285671417,61.94563554811998,62.1606861550344,426510000
2020-03-02,72.20023345947266,72.83571074634416,67.10434419306169,68.20615768991611,341397200
2020-03-03,69.9072265625,73.45429398937054,69.05669843915538,73.37456066472664,319475600
2020-03-04,73.14982604980469,73.30930003617219,70.82780458094045,71.62758575768213,219178400
2020-03-05,70.77705383300781,72.37902717401828,70.41219640582361,71.40527520257908,187572800
2020-03-06,69.83714294433594,70.26965542799252,67.95246362121284,68.13851293457299,226176800
2020-03-09,64.31356811523438,67.19374467213605,63.54761077884886,63.72883020122201,286744800
2020-03-10,68.94552612304688,69.21131605967966,65.0867606135554,66.96419837707879,285290000
2020-03-11,66.55104064941406,67.95005711196444,65.68843414732385,67.02463287046726,255598800
2020-03-12,59.978797912597656,65.23899494473845,59.92322498627828,61.841735279374994,418474000
2020-03-13,67.16474914550781,67.63592258199654,61.11926832671573,64.00428573904365,370732000
2020-03-16,58.52421188354492,62.60043602101579,57.9902170129729,58.46138678881957,322423600
2020-03-17,61.09752655029297,62.24524591333619,57.60361433805932,59.804826482410455,324056000
2020-03-18,59.601871490478516,60.40648633083556,57.294342975256725,57.93465394251518,300233600
2020-03-19,59.14518737792969,61.09269153777121,58.62085961850456,59.77583112302971,271857200
2020-03-20,55.390323638916016,60.84865193316744,55.090706190239764,59.725089265820536,401693200
2020-03-23,54.21360778808594,55.211524041383235,51.37208822817037,55.11004159498472,336752800
2020-03-24,59.65260696411133,59.84832336499044,56.61295251663222,57.11070131069981,287531200
2020-03-25,59.323997497558594,62.399894457247456,59.029213577289134,60.58770003932158,303602000
2020-03-26,62.44580841064453,62.50379627651141,59.52696661828964,59.56562765348039,252087200
2020-03-27,59.86040496826172,61.82482113234886,59.69368249851185,61.07094946417779,204216800
2020-03-30,61.56869125366211,61.740247254497845,60.26149432911051,60.58527581752455,167976400
2020-03-31,61.44306182861328,63.424393901395085,60.8897400197262,61.7595949233472,197002000
2020-04-01,58.2100944519043,60.09719207609643,57.78000065964953,59.56078230159109,176218400
2020-04-02,59.18143081665039,59.234588810411715,57.24117510511811,58.072368803656616,165934000
2020-04-03,58.3309211730957,59.36749487099752,57.741353268233574,58.6667810943843,129880000
2020-04-06,63.41953659057617,63.57417329883105,60.25665512655962,60.62392376077119,201820400
2020-04-07,62.68499755859375,65.64975169679985,62.58110020442296,65.43228251516715,202887200
2020-04-08,64.28939819335938,64.60350888065241,63.119929845723,63.48477990198321,168895200
2020-04-09,64.75331115722656,65.2558970699064,63.95836739563788,64.92487082512187,161834800
2020-04-13,66.02429962158203,66.13303426308396,64.23143158956411,64.83066667987022,131022800
2020-04-14,69.35871124267578,69.64866527052683,67.1840781553046,67.65525160710325,194994800
2020-04-15,68.72565460205078,69.18474234820361,67.80747910974512,68.23515430833677,131154400
2020-04-16,69.271728515625,69.63658597716727,68.22307301485074,69.43845097329417,157125200
2020-04-17,68.33180236816406,69.33455576393993,66.89654391550201,68.78847886393716,215250000
2020-04-20,66.91345977783203,68.06118282102301,66.89413295001411,67.15992291899424,130015200
2020-04-21,64.84516143798828,66.99080126610937,64.13478048479037,66.75642377646463,180991600
2020-04-22,66.71293640136719,67.14786022788293,65.77059652802312,66.1112826802845,116862400
2020-04-23,66.4543685913086,68.07809487584751,66.41570756383898,66.65733345514633,124814400
2020-04-24,68.37287902832031,68.38254612868516,66.93037215656294,66.97870028455014,126161200
2020-04-27,68.42122650146484,68.75225288764294,67.64319061344894,68.09019274144761,117087600
2020-04-28,67.31217193603516,69.06396054275066,67.22036024446804,68.88274103171113,112004800
2020-04-29,69.52301788330078,69.991772685642,68.59517537860054,68.79814023520653,137280800
2020-04-30,70.98970031738281,71.16608991336996,69.67284332982524,70.06185756526263,183064000
2020-05-01,69.84681701660156,72.24616099497416,69.06878114170213,69.1654300495363,240616800
2020-05-04,70.83506774902344,70.96312921364829,69.18234705743826,69.87098252239187,133568000
2020-05-05,71.89820861816406,72.7294023781066,71.14916678667844,71.29414381435919,147751200
2020-05-06,72.63999938964844,73.27063948300304,72.21473542323028,72.59891973995855,142333600
2020-05-07,73.3914566040039,73.73698728324429,72.96378136839786,73.26581377672255,115215200
2020-05-08,75.13829040527344,75.19159229593362,73.72337622769179,74.05045567520663,133838400
2020-05-11,76.32062530517578,76.81487118254181,74.43810496971201,74.64646961486733,145946400
2020-05-12,75.44841766357422,77.45449582037008,75.32727766040104,77.00385116379037,162301200
2020-05-13,74.53742980957031,76.54835795686193,73.46170617265714,75.6276896528906,200622400
2020-05-14,74.99535369873047,75.05592369907653,73.05468852162736,73.77668558751988,158929200
2020-05-15,74.55197143554688,74.59800522378177,72.73487156458532,72.7687943111998,166348400
2020-05-18,76.30850982666016,76.68162311206635,75.18433442581173,75.8748339325949,135178400
2020-05-19,75.86756134033203,77.17102150533867,75.83606375790906,76.32546668705436,101729600
2020-05-20,77.34302520751953,77.41328106413269,76.68644126951045,76.72520694581257,111504800
2020-05-21,76.76641845703125,77.74523171426733,76.52898139842385,77.20494465969075,102688800
