Date,Close,High,Low,Open,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Next_Close,Target_Return,Target_Class,Sentiment_Score,Predicted_Price,Signal,Signal_Text,Confidence,Explanation,Risk_Level
2025-07-18,507.10418701171875,511.6677041033988,504.499323712682,511.50859420333654,21209700,2200333383.286618,1507571200,0.0944326829413278,22097467.465564486,51.74881275883933,44.79830989368905,28616064.727008406,498.20490657359585,60.739567537203165,3671.9101337437423,494.99551849365236,511.03880521212733,478.9522317751774,6.482194734731,0.8773749335328656,0.0,0.0,500.50750341540515,506.1556953201401,494.85931151067007,2.2569859057825994,1.0839641877946355,1.0,0.0,469.7810065395394,511.6677041033988,490.72435532146915,8.462035715258004,0.8910509217222807,6.288097988271641,0.4884762903905824,10.421742770990477,10.808936120127413,-0.38719334913693615,499.49753824869794,490.27845881535455,499.87709504961373,489.45535227862325,1.1023627678006358,0.7936533040587267,0.3087094637419091,0.3240001421766165,25.39509596470436,-6.74182586669923,67.62288651684787,71.53312654523296,-3.9102400283850898,501.46196526837474,489.3075944612685,495.3847798648216,469.7511747598663,5.191650572702389,47.177775256956025,34.36443965009121,9.534873498329242,144.17883126014002,455.4765934620316,406.433091861245,100.0,0.0,100.0,498.2903414909731,480.6677282539423,0.0,0.0,73.53407430201959,0.5656312490938169,0.6161513027745916,0.5236668487753248,46.294175480389605,62.469553754584695,82.30522262760103,87.28749842043955,-17.694777372398978,20.378657737321134,3.6581683818691166,2.129252999782886,2.237328743307847,-0.10807574352496108,-5.2726513036087885,-6.038124218763985,0.7654729151551969,497.9526267951043,-0.3224549647297126,-0.32297597105976905,233.27393279342022,507.1141357421875,1.9618710954402145e-05,1,0.8027750849723816,509.24261474609375,1,BUY,0.6000000000000001,📈 BUY Signal: Sideways trend with mixed indicators. Model predicts price increase of 0.42%. Supported by positive news sentiment.,Medium
2025-07-21,507.1141357421875,509.1324405638626,502.6301736290422,503.7834776665751,14066800,2205667508.805507,1521638000,0.19957087412922436,18960678.799306393,-101.79526640476149,34.98644552266411,28616340.69949166,499.1297209905268,51.88484135528783,3671.9821718873072,496.6190887451172,510.5247749920805,482.7134024981539,5.600141662738293,0.8773653026064137,0.0,0.0,501.7005739253744,507.6490266070168,495.75212124373195,2.3713158767592883,0.9550394956927158,0.0,0.0,469.7810065395394,511.6677041033988,490.72435532146915,8.434371234037917,0.8912884369967562,6.309514882926517,0.4959249974226733,10.227075612432941,10.692564018588518,-0.4654884061555773,501.0692418416341,491.71014169546277,500.9904859253943,490.76341031296135,1.0532755842249064,0.84211674723252,0.21115883699238647,0.31913305107995876,25.403039360411736,-0.6601654052734602,67.18399942058511,70.57056253682009,-3.3865631162349814,503.2714576237558,490.72435532146915,496.9979064726125,469.7511747598663,3.8441656904997683,47.305317253270054,31.881458892810503,10.922970608234715,115.75843577750803,456.54787541106805,407.4472111616509,96.0,24.0,72.0,500.6982667612097,480.6677282539423,0.0,0.0,73.54079412342902,0.650467469936616,0.6955781099728492,0.6290601026637012,46.41797707272104,64.17847742473263,82.34379826285031,85.95990864443955,-17.65620173714969,20.167124425579573,3.8628367588495776,2.0839115951841443,2.2066453136831066,-0.12273371849896231,-6.423679407321164,-6.1152352564754215,-0.3084441508457427,499.33890413559976,0.0019618710954460994,0.0019618518510178262,233.2804711983763,502.3517761230469,-0.009391100116289734,0,-0.768179714679718,511.05242919921875,0,HOLD,0.2,⚠️ HOLD Signal: Sideways trend with mixed indicators. Model predicts price increase of 0.78%. Combined with negative news sentiment.,High
2025-07-22,502.3517761230469,508.2475501614973,502.3517761230469,508.01886761548803,13868600,2191798908.805507,1507769400,0.11411924826403493,6816687.454546385,-24.726658240037438,42.0549626422378,28486099.288418885,500.22536854591453,53.22411344224266,3637.4982196858823,497.5770233154297,510.2347790215533,484.9192676093061,5.08775731716192,0.688609770897507,0.0,0.0,502.78792410385984,508.9193137209101,496.6565344868096,2.4389565950608225,0.46443318659768873,0.0,0.0,483.9884166007436,511.6677041033988,497.82806035207125,5.562814640881927,0.6634332448240118,6.268140798478909,0.5239837670333715,9.578107406196523,10.46967269611012,-0.8915652899135971,501.6019795735677,492.7196620060847,501.1999151865716,491.6218077803751,1.1011233955215773,0.8189500433711719,0.2821733521504054,0.3116245186666432,25.37603811194858,-2.731625366210949,65.43168008828756,69.4783671476137,-4.046687059326132,503.2714576237558,490.72435532146915,496.9979064726125,469.7511747598663,1.9220828452498842,47.34157312476971,29.780322689656863,10.514296791603229,85.37702915525409,459.34411909846716,409.90790483697873,92.0,20.0,72.0,500.6982667612097,511.6677041033988,0.0,1.0,65.02907257288334,0.0,0.40536623967681057,0.5723652174747501,44.059332315907696,57.187105477325574,63.878020325559326,76.17568040533695,-36.121979674440674,19.276912708100554,1.2889883581795298,1.948267398763442,2.154969730699174,-0.20670233193573195,-7.393623905077576,-6.370912986195853,-1.0227109188817236,499.54320311095773,-0.9391100116289741,-0.9435474531885646,230.15060092654815,502.94830322265625,0.0011874688773136947,1,-0.9197769562403361,511.3383483886719,0,HOLD,0.2,⚠️ HOLD Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.79%. Combined with negative news sentiment.,High
2025-07-23,502.94830322265625,503.8630030405687,497.80817995491657,503.8232255681408,16396600,2203241452.568943,1524166000,0.1287234325231024,7240162.995533342,-164.8461513319959,37.37209646271909,28505569.74061265,501.22632910361057,53.09894140143434,3637.4982196858823,498.3604736328125,510.2904819109591,486.4304653546659,4.787702440036014,0.6922810731928719,0.0,0.0,502.8982824737145,508.93521954158734,496.8613454058418,2.4008580972587867,0.5041428913685282,0.0,0.0,485.87751191483574,511.6677041033988,498.7726080091173,5.17500756040397,0.6619102014831331,6.24680902719623,0.5005222571164468,9.008090518587608,10.177356260605618,-1.1692657420180108,502.2772216796875,493.9016418457031,501.4688979613539,492.4608074427663,1.0734990032510972,0.8200182387336729,0.2534807645174243,0.3023044260185019,25.353980182609114,-4.608734130859375,63.41277953623972,68.26333974150928,-4.850560205269566,503.2963105816018,490.72435532146915,497.0103329515355,472.0088838156561,0.9610414226249421,46.11336132853388,27.757135893114356,14.898045558744727,45.643516830070055,461.45973600037075,409.90790483697873,88.0,16.0,72.0,500.6982667612097,511.48138554379176,0.0,0.0,65.5666744000674,0.046828737570943295,0.23243206916918605,0.44445880627294815,42.2569397439146,59.9240486308958,58.63188236920442,68.28456698587141,-41.36811763079558,17.95947362512686,1.6374619844942002,1.8291994778964267,2.0898156801386247,-0.26061620224219806,-6.880173531032062,-6.472765095163095,-0.4074084358689669,499.60481945531046,0.1187468877313691,0.11867643937932826,230.54264448997483,507.9294128417969,0.009903820307622109,1,0.30587271849314374,511.5163269042969,1,BUY,0.6000000000000001,📈 BUY Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.70%. Supported by positive news sentiment.,Medium
2025-07-24,507.9294128417969,510.703277326071,504.37007217269974,505.83158338819493,16107000,2205239124.3011165,1540273000,0.12923245209588113,17667387.229814015,263.4837957563384,36.99063272794937,28665090.574307516,502.12451440239033,53.63707106799283,3673.5233484229466,499.2856018066406,511.1705771945327,487.4006264187485,4.760792358075976,0.8636444650933903,0.0,0.0,503.83219237285374,509.83731356816895,497.8270711775384,2.383778284207479,0.8411438616875482,0.0,0.0,485.87751191483574,511.6677041033988,498.7726080091173,5.165418769386205,0.8550498874041068,6.397625534818079,0.5023512165251557,8.85619326265919,9.913123661016334,-1.056930398357144,503.4586944580078,495.1153611403245,502.4628233275759,493.6066300649167,1.1067373951036328,0.8369991335287918,0.26973826157484093,0.2936013586853422,25.373182715298853,1.3163574218750114,62.816112030988,67.18619757336509,-4.37008554237709,504.7379420291577,490.72435532146915,497.7311486753134,472.1180549794851,0.48052071131247104,45.78277545035667,32.93618741013554,13.62161078579877,116.13472752853541,462.1854225765402,410.0421212387474,84.0,12.0,72.0,500.6982667612097,510.93445732023673,0.0,0.0,69.74862848348415,0.4111050856106021,0.15264460772718144,0.2634809721910589,41.83478038543806,60.00872814651388,81.68534722457885,68.06508330644759,-18.314652775421155,16.80740401364301,2.871417395743204,1.7941803702058188,2.030688618152064,-0.23650824794624503,-6.540152027885998,-6.486242481707676,-0.05390954617832211,500.3927397738557,0.9903820307622047,0.9855098900553472,233.81627944500977,510.7430419921875,0.005539409766898018,1,0.02645474672317505,513.3074951171875,1,BUY,0.4,📈 BUY Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.06%. Supported by neutral sentiment.,High
2025-07-25,510.7430419921875,515.2965460849812,507.4123538189797,509.5101527540243,19125700,2202272782.32921,1559398700,0.07407932078716277,22830992.917215724,157.3802460858026,47.86767292930033,28771035.663686275,503.38043440719696,60.94875128356572,3673.5233484229466,500.0939056396484,512.7611687716771,487.4266425076197,5.065953809545659,0.9203408519087724,0.0,0.0,505.0322189958366,511.10693405103905,498.95750394063424,2.4056742626364924,0.9700486314547454,0.0,0.0,485.87751191483574,515.2965460849812,500.58702899990845,5.882701996241451,0.845219116764391,6.54628220793642,0.4987545445149449,8.860709210750315,9.70264077096313,-0.8419315602128155,504.3037846883138,496.47936072716345,503.73670312213153,494.8759939113812,1.1166473463315836,0.7796034462356912,0.33704390009589236,0.28623014178986494,25.40363682765987,-1.5102264404296761,61.52275127234154,66.12754051071742,-4.604789238375886,506.55236301994887,492.5387763122603,499.5455696661046,475.8676652092606,0.24026035565623552,45.91487838560863,35.10791937471745,12.453405919455726,144.21509821356176,463.4040617130723,410.0421212387474,100.0,8.0,92.0,497.80817995491657,510.93445732023673,1.0,0.0,71.82983474730219,0.5923921591122514,0.3501086607645985,0.24506177922032157,42.092384270740745,56.90290698838247,81.05888707480295,73.7920388895288,-18.94111292519705,16.073040839780845,2.0257776815936626,1.7904908138132534,1.9826490572843019,-0.19215824347104848,-4.755410010271435,-6.1400759874204285,1.3846659771489938,501.46787471492803,0.5539409766897929,0.552412366130195,235.66542460371699,509.5400390625,-0.0023553975889619686,0,-0.42633336782455444,515.4771118164062,0,HOLD,0.2,⚠️ HOLD Signal: Sideways trend with mixed indicators. Model predicts price increase of 0.93%. Combined with negative news sentiment.,High
2025-07-28,509.5400390625,512.0256002286585,507.17377997770546,511.110930710653,14308000,2201920960.931906,1545090700,0.0850402064002023,17110484.512189373,-59.50362992703089,45.6528902217425,28737334.63498341,504.2924334117799,60.17691215781108,3664.870740385076,500.91712493896483,513.7912660255189,488.0429838524107,5.140227972091297,0.8348927926749643,0.0,0.0,506.01318769673105,512.2807825432541,499.74559285020825,2.4772456524509674,0.7813560426393416,0.0,0.0,485.87751191483574,515.2965460849812,500.58702899990845,5.873034221724812,0.8043271240929146,6.376836012238082,0.48843843117602753,8.667304557903606,9.495573528351226,-0.8282689704476205,505.2168146769206,497.71296457143933,504.62952403603435,495.96221947813075,1.1252594546832253,0.8114545722359552,0.3138048824472701,0.27899638233871427,25.35994053996832,-0.5040695190429574,59.79022860609721,65.0357513881716,-5.245522782074396,506.55236301994887,492.5387763122603,499.5455696661046,478.6364786590556,0.12013017782811776,45.975943295825466,33.21983995010052,12.04811417043409,111.53642738696702,465.67084366157377,410.1962274781677,96.0,4.0,92.0,498.15794727751785,510.93445732023673,0.0,0.0,69.62429258568795,0.40027459204802646,0.467923945590293,0.32355907136069056,41.66946216105111,53.97620505386247,71.8113089122254,78.18518107053579,-28.188691087774604,15.603178464609982,2.197496693208729,1.747573548449649,1.9356339555173714,-0.1880604070677223,-5.598087246508614,-6.031678239238066,0.4335909927294521,502.1524634142651,-0.23553975889619716,-0.23581759014081882,234.87479907190752,509.609619140625,0.00013655468224444152,1,-0.33300091822942096,516.4952392578125,0,HOLD,0.2,⚠️ HOLD Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.36%. Combined with negative news sentiment.,High
2025-07-29,509.609619140625,514.6304403339567,508.6054427654301,512.5525452747698,16469200,2190941549.556802,1561559900,0.0745899274230755,14829833.613684643,73.83455212096861,31.999961868615053,28739583.58135623,505.10250400866784,59.852263231644805,3664.870740385076,501.6707458496094,514.7261254235636,488.6153662756551,5.2047601666882946,0.8040460541972226,0.0,0.0,506.8364037660011,513.1586827584313,500.5141247735711,2.4948006676130503,0.719320863405767,0.0,0.0,485.87751191483574,515.2965460849812,500.58702899990845,5.8642116195798,0.806692262177414,6.3416521678669335,0.49202615548763073,8.422554542014836,9.28096973108395,-0.8584151890691132,505.9831949869792,499.05784489558295,505.3956925136637,496.97313797164884,1.1188918451544054,0.8712670414815876,0.2476248036728178,0.2716317162714677,25.075719960601468,-1.55596923828125,58.209811703042604,63.89398610212142,-5.684174399078813,506.55236301994887,492.5387763122603,499.5455696661046,480.0159179059656,0.06006508891405888,46.27702565953143,33.89173081209702,11.239747187913899,115.5572033230558,467.5834477115531,411.41911190469204,92.0,0.0,92.0,498.5007192536671,510.93445732023673,0.0,0.0,69.68227682853157,0.40532540987280274,0.4659973870110265,0.4280099977886389,41.338987290763285,51.25492719004416,72.15203138862802,75.00740912521886,-27.847968611371986,15.592911733070935,1.8377945221644594,1.6947705818448728,1.887461280782872,-0.19269069893799906,-5.1691074538405175,-5.859164082158557,0.6900566283180396,502.60213836031267,0.013655468224449407,0.013654535950280433,234.92052779368646,510.2757568359375,0.0013071529074271293,1,-0.11929911375045776,518.0284423828125,1,BUY,0.4,📈 BUY Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.65%. Supported by neutral sentiment.,High
2025-07-30,510.2757568359375,512.9701269930791,506.49771598970693,512.1946027794743,26380400,2195358399.202405,1587940300,0.12944421521625163,15221711.505647106,-46.22428831980265,34.89904287020896,28774066.79791532,506.12227027741966,57.20792419636396,3664.870740385076,502.7241271972656,514.9613805751056,490.48687381942557,4.868377193696222,0.8085508408425558,0.0,0.0,507.6450397816733,514.1343507938882,501.1557287694585,2.556633278641213,0.7026961760125496,0.0,0.0,485.87751191483574,515.2965460849812,500.58702899990845,5.851924063036187,0.8293353473127003,6.35472805141746,0.4807048712334079,8.18795449338603,9.062366683544367,-0.8744121901583366,506.82994333902997,500.0994861309345,506.14647164016736,497.95851714678133,1.1176468595304652,0.8633182512072397,0.25432860832322546,0.2642191265395032,24.934993412166282,0.17449340820314774,56.21108106996303,62.466814471599186,-6.2557334016361565,506.55236301994887,499.6424813428624,503.09742218140565,480.7174481213938,0.03003254445702944,45.9876170397094,31.45048905295404,12.775802543930656,93.75650198945499,470.0668374480755,416.2609681520245,88.0,0.0,88.0,498.83663579029337,510.93445732023673,0.0,0.0,70.26744355453879,0.45629737027512113,0.42063245739864974,0.45151792999998935,41.216172895368466,50.277500443852105,75.35401197990252,73.10578409358538,-24.645988020097477,16.120585282333707,2.031729654832042,1.6443045377156382,1.8388299321694253,-0.19452539445378703,-0.18025352528547203,-4.72338197078394,4.543128445498468,503.1398280372112,0.13071529074271115,0.13062993268251333,235.35832013534898,530.4187622070312,0.039474744981016364,1,-0.56834876537323,519.5003662109375,0,HOLD,0.2,⚠️ HOLD Signal: Sideways trend with mixed indicators. Model predicts price increase of 1.81%. Combined with negative news sentiment.,High
2025-07-31,530.4187622070312,552.2420017670738,528.8280273057109,552.0232408256204,51617300,2150754811.526848,1639557600,-0.006724128086410957,161579688.59646288,1397.1594909801129,133.70369224453628,30811646.55202394,512.5005570575505,63.25977334231333,3664.870740385076,504.8323806762695,520.4365886228658,489.22817272967325,6.181936240180548,1.319855183240585,1.0,0.0,510.6330190077585,518.6932035230813,502.5728344924358,3.156938237556575,1.727375326312893,1.0,0.0,490.59011735274714,552.2420017670738,521.4160595599105,12.212347459118666,0.646024776576476,9.915879739389345,0.4805990658947905,9.517690445078756,9.153431435851246,0.36425900922751,509.12328847249347,501.75869633601263,509.88067018891564,500.3629797438369,1.1146572860328696,0.6923643394122351,0.42229294662063455,0.26462251042200124,25.277678242832053,-2.1326126098632585,57.916089762151344,61.38828149885512,-3.4721917367037776,525.0250908609952,519.0597568409548,522.042423850975,499.1901759624401,50.015016272228515,47.84646900783488,52.24186376219142,8.500412444513621,338.34356142334883,472.77609270937376,419.71330373133856,100.0,20.0,80.0,499.16583399618713,510.93445732023673,0.0,0.0,81.74273462074447,1.0,0.6205409267159743,0.5023902570418831,45.49110200123246,51.68683499075827,59.90867656628775,69.13823997827284,-40.09132343371225,20.640861806120597,5.472304053733416,1.902157199949401,1.8514953857254206,0.050661814223980306,12.980176594251326,-1.182670257776887,14.162846852028213,507.91387301382633,3.947474498101644,3.8715532668235575,248.59650429995392,521.0829467773438,-0.01760083936481036,0,0.14817994832992554,521.1484375,0,HOLD,0.0,⚠️ HOLD Signal: Strong uptrend detected with bullish RSI (81.7) and positive MACD momentum. Model predicts price drop of 1.75%. Combined with neutral sentiment.,High
